Player,Game,Team,Hero,Stat,Role,Best Attribute,Actual Result
214,27,54,93,0,3,1,0
215,27,54,30,1,5,0,0
216,27,54,5,1,2,0,0
217,28,55,92,1,0,0,0
218,28,55,19,0,2,0,0
219,28,55,47,0,3,1,0
220,28,55,70,0,5,2,0
221,28,56,34,0,5,2,1
222,28,56,62,0,0,0,1
223,28,56,52,0,1,1,1
224,28,56,54,0,2,0,1
225,29,57,17,1,3,2,0
226,29,57,28,1,1,1,0
227,29,57,95,1,0,0,0
228,29,57,53,0,2,0,0
229,29,58,69,0,1,1,1
230,29,58,41,0,5,0,1
231,29,58,50,0,3,1,1
232,29,58,26,0,2,0,1
233,30,59,62,0,0,0,0
234,30,59,53,0,2,0,0
235,30,59,41,0,5,0,0
236,30,59,31,0,1,1,0
237,30,60,53,0,2,0,1
238,30,60,44,0,1,1,1
239,30,60,65,1,5,0,1
240,30,60,17,1,3,2,1
241,31,61,90,1,0,0,1
242,31,61,42,0,5,2,1
243,31,61,26,0,2,0,1
244,31,61,17,1,3,2,1
245,31,62,14,1,2,0,0
246,31,62,44,0,1,1,0
247,31,62,75,0,0,0,0
248,31,62,42,0,5,2,0
249,32,63,95,1,0,0,1
250,32,63,25,0,3,2,1
251,32,63,19,0,2,0,1
252,32,63,52,0,1,1,1
253,32,64,47,0,3,1,0
254,32,64,48,0,5,0,0
255,32,64,65,1,5,0,0
256,32,64,53,0,2,0,0
257,33,65,62,0,0,0,1
258,33,65,18,0,3,2,1
259,33,65,84,1,3,2,1
260,33,65,53,0,2,0,1
261,33,66,30,0,3,2,0
262,33,66,44,0,1,1,0
263,33,66,65,1,5,0,0
264,33,66,53,0,2,0,0
265,34,67,90,1,0,0,0
266,34,67,34,0,5,2,0
267,34,67,26,0,2,0,0
268,34,67,25,0,3,2,0
269,34,68,71,0,2,0,1
270,34,68,48,0,5,0,1
271,34,68,65,1,5,0,1
272,34,68,30,0,3,2,1
273,35,69,93,0,3,1,0
274,35,69,28,1,1,1,0
275,35,69,26,0,2,0,0
276,35,69,90,1,0,0,0
277,35,70,90,1,0,0,1
278,35,70,35,1,2,0,1
279,35,70,25,0,3,2,1
280,35,70,52,0,1,1,1
281,36,71,26,0,2,0,1
282,36,71,28,1,1,1,1
283,36,71,84,1,3,2,1
284,36,71,62,0,0,0,1
285,36,72,84,1,3,2,0
286,36,72,54,0,2,0,0
287,36,72,62,0,0,0,0
288,36,72,47,0,3,1,0
289,37,73,62,0,0,0,1
290,37,73,17,1,3,2,1
291,37,73,54,0,2,0,1
292,37,73,2,0,5,0,1
293,37,74,20,1,5,0,0
294,37,74,93,0,3,1,0
295,37,74,90,1,0,0,0
296,37,74,52,0,1,1,0
297,38,75,102,1,0,0,0
298,38,75,53,0,2,0,0
299,38,75,15,1,5,2,0
300,38,75,30,0,3,2,0
301,38,76,65,1,5,0,1
302,38,76,36,1,0,0,1
303,38,76,50,0,3,1,1
304,38,76,71,0,2,0,1
305,39,77,102,1,0,0,1
306,39,77,18,0,3,2,1
307,39,77,26,0,2,0,1
308,39,77,44,0,1,1,1
309,39,78,42,0,5,2,0
310,39,78,35,1,2,0,0
311,39,78,90,1,0,0,0
312,39,78,52,0,1,1,0
313,40,79,102,1,0,0,0
314,40,79,25,0,3,2,0
315,40,79,20,1,5,0,0
316,40,79,54,0,2,0,0
317,40,80,53,0,2,0,1
318,40,80,52,0,1,1,1
319,40,80,62,0,0,0,1
320,40,80,15,1,5,2,1
321,41,81,17,1,3,2,1
322,41,81,28,1,1,1,1
323,41,81,53,0,2,0,1
324,41,81,90,0,0,0,1
325,41,82,47,0,3,1,0
326,41,82,43,0,5,0,0
327,41,82,65,1,5,0,0
328,41,82,53,0,2,0,0
329,42,83,75,0,0,0,0
330,42,83,17,1,3,2,0
331,42,83,19,0,2,0,0
332,42,83,65,1,5,0,0
333,42,84,93,0,3,1,1
334,42,84,54,0,2,0,1
335,42,84,65,1,5,0,1
336,42,84,28,1,1,1,1
337,43,85,28,1,1,1,1
338,43,85,47,0,3,1,1
339,43,85,84,1,3,2,1
340,43,85,92,1,0,0,1
341,43,86,31,0,1,1,0
342,43,86,35,1,2,0,0
343,43,86,65,1,5,0,0
344,43,86,30,0,3,2,0
345,44,87,95,1,0,0,0
346,44,87,25,0,3,0,0
347,44,87,84,1,3,2,0
348,44,87,19,0,2,0,0
349,44,88,70,0,5,2,1
350,44,88,9,0,1,1,1
351,44,88,75,0,0,0,1
352,44,88,53,0,2,0,1
353,45,89,35,1,2,0,0
354,45,89,47,0,3,1,0
355,45,89,92,1,0,0,0
356,45,89,41,0,5,0,0
357,45,90,35,1,2,0,1
358,45,90,50,0,3,1,1
359,45,90,75,0,0,0,1
360,45,90,34,0,5,2,1
361,46,91,90,0,0,0,0
362,46,91,47,0,3,1,0
363,46,91,34,0,5,2,0
364,46,91,54,0,2,0,0
365,46,92,65,1,5,0,1
366,46,92,93,0,3,1,1
367,46,92,54,0,2,0,1
368,46,92,31,0,1,1,1
369,47,93,95,1,0,0,1
370,47,93,53,0,2,0,1
371,47,93,84,1,3,2,1
372,47,93,9,0,1,1,1
373,47,94,35,1,2,0,0
374,47,94,93,0,3,1,0
375,47,94,95,1,0,0,0
376,47,94,31,0,1,1,0
377,48,95,2,0,5,0,0
378,48,95,93,0,3,1,0
379,48,95,102,1,0,0,0
380,48,95,9,0,1,1,0
381,48,96,31,0,1,1,1
382,48,96,14,1,2,0,1
383,48,96,65,1,5,0,1
384,48,96,17,1,3,2,1
385,49,97,75,0,0,0,1
386,49,97,47,0,3,1,1
387,49,97,15,1,5,2,1
388,49,97,53,0,2,0,1
389,49,98,35,1,2,0,0
390,49,98,25,0,3,0,0
391,49,98,75,0,0,0,0
392,49,98,2,0,5,0,0
393,50,99,47,0,3,1,0
394,50,99,14,1,2,0,0
395,50,99,69,0,1,1,0
396,50,99,90,1,0,0,0
397,50,100,36,1,0,0,1
398,50,100,17,1,3,2,1
399,50,100,62,0,0,0,1
400,50,100,15,1,5,2,1
401,51,101,18,0,3,2,1
402,51,101,92,1,0,0,1
403,51,101,54,0,2,0,1
404,51,101,69,0,1,1,1
405,51,102,31,0,1,1,0
406,51,102,43,0,5,0,0
407,51,102,65,1,5,0,0
408,51,102,50,0,3,1,0
409,52,103,90,1,0,0,0
410,52,103,17,1,3,2,0
411,52,103,5,1,2,0,0
412,52,103,76,1,5,2,0
413,52,104,54,0,2,0,1
414,52,104,30,0,3,2,1
415,52,104,95,1,0,0,1
416,52,104,70,0,5,2,1
417,53,105,65,1,5,0,1
418,53,105,30,0,3,2,1
419,53,105,54,0,2,0,1
420,53,105,28,1,1,1,1
421,53,106,2,0,5,0,0
422,53,106,93,0,3,1,0
423,53,106,90,1,0,0,0
424,53,106,54,0,2,0,0
425,54,107,52,0,1,1,1
426,54,107,50,0,3,1,1
427,54,107,19,0,2,0,1
428,54,107,75,0,0,0,1
429,54,108,28,1,1,1,0
430,54,108,20,1,5,0,0
431,54,108,54,0,2,0,0
432,54,108,58,1,3,2,0
433,55,109,62,0,0,0,1
434,55,109,52,0,1,1,1
435,55,109,50,0,3,1,1
436,55,109,53,0,2,0,1
437,55,110,30,0,3,2,0
438,55,110,41,0,5,0,0
439,55,110,90,1,0,0,0
440,55,110,52,0,1,1,0
441,56,111,75,0,0,0,1
442,56,111,5,1,2,0,1
443,56,111,30,0,3,2,1
444,56,111,84,1,3,2,1
445,56,112,41,0,5,0,0
446,56,112,19,0,2,0,0
447,56,112,75,0,0,0,0
448,56,112,44,0,1,1,0
449,57,113,26,0,2,0,1
450,57,113,50,0,3,1,1
451,57,113,52,0,1,1,1
452,57,113,62,0,0,0,1
453,57,114,30,0,3,2,0
454,57,114,9,0,1,1,0
455,57,114,75,0,0,0,0
456,57,114,41,0,5,0,0
457,58,115,50,0,3,1,0
458,58,115,2,0,5,0,0
459,58,115,92,1,0,0,0
460,58,115,35,1,2,0,0
461,58,116,14,1,2,0,1
462,58,116,93,0,3,1,1
463,58,116,75,0,0,0,1
464,58,116,34,0,5,2,1
465,59,117,102,1,0,0,1
466,59,117,28,1,1,1,1
467,59,117,54,0,2,0,1
468,59,117,17,1,3,2,1
469,59,118,19,0,2,0,0
470,59,118,84,1,3,2,0
471,59,118,90,1,0,0,0
472,59,118,28,1,1,1,0
473,60,119,9,0,1,1,0
474,60,119,35,1,2,0,0
475,60,119,34,0,5,2,0
476,60,119,47,0,3,1,0
477,60,120,95,1,0,0,1
478,60,120,70,0,5,2,1
479,60,120,5,1,2,0,1
480,60,120,31,0,1,1,1
481,61,121,92,1,0,0,1
482,61,121,84,1,3,2,1
483,61,121,19,0,2,0,1
484,61,121,47,0,3,1,1
485,61,122,50,0,3,1,0
486,61,122,5,1,2,0,0
487,61,122,65,1,5,0,0
488,61,122,9,0,1,1,0
489,62,123,31,0,1,1,1
490,62,123,19,0,2,0,1
491,62,123,75,0,0,0,1
492,62,123,42,0,5,2,1
493,62,124,44,0,1,1,0
494,62,124,71,0,2,0,0
495,62,124,65,1,5,0,0
496,62,124,25,0,3,0,0
497,63,125,50,0,3,1,0
498,63,125,26,0,2,0,0
499,63,125,42,0,5,2,0
500,63,125,102,1,0,0,0
501,63,126,28,1,1,1,1
502,63,126,26,0,2,0,1
503,63,126,43,0,5,0,1
504,63,126,65,1,5,0,1
505,64,127,95,1,0,0,0
506,64,127,18,0,3,2,0
507,64,127,53,0,2,0,0
508,64,127,2,0,5,0,0
509,64,128,26,0,2,0,1
510,64,128,31,0,1,1,1
511,64,128,62,0,0,0,1
512,64,128,30,0,3,2,1
513,65,129,19,0,2,0,0
514,65,129,84,1,3,2,0
515,65,129,52,0,1,1,0
516,65,129,102,1,0,0,0
517,65,130,50,0,3,1,1
518,65,130,9,0,1,1,1
519,65,130,65,1,5,0,1
520,65,130,54,0,2,0,1
521,66,131,90,1,0,0,0
522,66,131,47,0,3,1,0
523,66,131,19,0,2,0,0
524,66,131,11,1,5,1,0
525,66,132,28,1,1,1,1
526,66,132,17,1,3,2,1
527,66,132,62,0,0,0,1
528,66,132,2,0,5,0,1
529,67,133,62,0,0,0,1
530,67,133,42,0,5,2,1
531,67,133,53,0,2,0,1
532,67,133,17,1,3,2,1
533,67,134,5,1,2,0,0
534,67,134,36,1,1,1,0
535,67,134,65,1,5,0,0
536,67,134,47,0,3,1,0
537,68,135,90,1,0,0,0
538,68,135,9,0,1,1,0
539,68,135,14,1,2,0,0
540,68,135,47,0,3,1,0
541,68,136,95,1,0,0,1
542,68,136,28,1,1,1,1
543,68,136,70,0,5,2,1
544,68,136,17,1,3,2,1
545,69,137,62,0,0,0,0
546,69,137,76,1,5,2,0
547,69,137,35,1,2,0,0
548,69,137,47,0,3,1,0
549,69,138,5,1,2,0,1
550,69,138,36,1,1,1,1
551,69,138,62,0,0,0,1
552,69,138,70,0,5,2,1
553,70,139,54,0,2,0,1
554,70,139,47,0,3,1,1
555,70,139,9,0,1,1,1
556,70,139,92,1,0,0,1
557,70,140,26,0,2,0,0
558,70,140,28,1,1,1,0
559,70,140,90,1,0,0,0
560,70,140,47,0,3,1,0
561,71,141,95,1,0,0,0
562,71,141,70,0,5,2,0
563,71,141,30,0,3,2,0
564,71,141,52,0,1,1,0
565,71,142,42,0,5,2,1
566,71,142,47,0,3,1,1
567,71,142,90,1,0,0,1
568,71,142,36,1,1,1,1
569,72,143,95,1,0,0,1
570,72,143,34,0,5,2,1
571,72,143,47,0,3,1,1
572,72,143,52,0,1,1,1
573,72,144,71,0,2,0,0
574,72,144,44,0,1,1,0
575,72,144,65,1,5,0,0
576,72,144,47,0,3,1,0
577,73,145,15,1,5,2,0
578,73,145,90,1,0,0,0
579,73,145,54,0,2,0,0
580,73,145,36,1,1,1,0
581,73,146,9,0,1,1,1
582,73,146,95,1,0,0,1
583,73,146,84,1,3,2,1
584,73,146,26,0,2,0,1
585,74,147,95,1,0,0,0
586,74,147,25,0,3,0,0
587,74,147,14,1,2,0,0
588,74,147,76,1,5,2,0
589,74,148,54,0,2,0,1
590,74,148,62,0,0,0,1
591,74,148,11,1,5,1,1
592,74,148,31,0,1,1,1
593,75,149,90,1,0,0,0
594,75,149,36,1,1,1,0
595,75,149,18,0,3,2,0
596,75,149,19,0,2,0,0
597,75,150,31,0,1,1,1
598,75,150,14,1,2,0,1
599,75,150,62,0,0,0,1
600,75,150,34,0,5,2,1
601,76,151,70,0,5,2,0
602,76,151,50,0,3,1,0
603,76,151,102,1,0,0,0
604,76,151,44,0,1,1,0
605,76,152,43,0,5,0,1
606,76,152,9,0,1,1,1
607,76,152,65,1,5,0,1
608,76,152,14,1,2,0,1
609,77,153,9,0,1,1,1
610,77,153,76,1,5,2,1
611,77,153,19,0,2,0,1
612,77,153,25,0,3,0,1
613,77,154,36,1,1,1,0
614,77,154,75,0,0,0,0
615,77,154,54,0,2,0,0
616,77,154,76,1,5,2,0
617,78,155,102,1,0,0,0
618,78,155,47,0,3,1,0
619,78,155,76,1,5,2,0
620,78,155,14,1,2,0,0
621,78,156,28,1,1,1,1
622,78,156,41,0,5,0,1
623,78,156,90,1,0,0,1
624,78,156,14,1,2,0,1
625,79,157,95,1,0,0,0
626,79,157,9,0,1,1,0
627,79,157,17,1,3,2,0
628,79,157,53,0,2,0,0
629,79,158,75,0,0,0,1
630,79,158,52,0,1,1,1
631,79,158,84,1,3,2,1
632,79,158,71,0,2,0,1
633,80,159,92,1,0,0,0
634,80,159,44,0,1,1,0
635,80,159,20,1,5,0,0
636,80,159,30,0,3,2,0
637,80,160,76,1,5,2,1
638,80,160,52,0,1,1,1
639,80,160,75,0,0,0,1
640,80,160,30,0,3,2,1
641,81,161,11,1,5,1,0
642,81,161,14,1,2,0,0
643,81,161,17,1,3,2,0
644,81,161,90,1,0,0,0
645,81,162,71,0,2,0,1
646,81,162,25,0,3,0,1
647,81,162,65,1,5,0,1
648,81,162,44,0,1,1,1
649,82,163,92,1,0,0,0
650,82,163,14,1,2,0,0
651,82,163,44,0,1,1,0
652,82,163,76,1,5,2,0
653,82,164,5,1,2,0,1
654,82,164,30,0,3,2,1
655,82,164,75,0,0,0,1
656,82,164,36,1,1,1,1
657,83,165,36,1,1,1,0
658,83,165,14,1,2,0,0
659,83,165,47,0,3,1,0
660,83,165,90,1,0,0,0
661,83,166,75,0,0,0,1
662,83,166,19,0,2,0,1
663,83,166,25,0,3,0,1
664,83,166,84,1,3,2,1
665,84,167,18,0,3,2,1
666,84,167,95,1,0,0,1
667,84,167,84,1,3,2,1
668,84,167,69,0,1,1,1
669,84,168,35,1,2,0,0
670,84,168,9,0,1,1,0
671,84,168,65,1,5,0,0
672,84,168,17,1,3,2,0
673,85,169,19,0,2,0,1
674,85,169,17,1,3,2,1
675,85,169,62,0,0,0,1
676,85,169,44,0,1,1,1
677,85,170,62,0,0,0,0
678,85,170,14,1,2,0,0
679,85,170,76,1,5,2,0
680,85,170,25,0,3,0,0
681,86,171,62,0,0,0,1
682,86,171,34,0,5,2,1
683,86,171,54,0,2,0,1
684,86,171,50,0,3,1,1
685,86,172,95,1,0,0,0
686,86,172,41,0,5,0,0
687,86,172,50,0,3,1,0
688,86,172,9,0,1,1,0
689,87,173,70,0,5,2,1
690,87,173,17,1,3,2,1
691,87,173,26,0,2,0,1
692,87,173,36,1,1,1,1
693,87,174,36,1,1,1,0
694,87,174,53,0,2,0,0
695,87,174,65,1,5,0,0
696,87,174,47,0,3,1,0
697,88,175,42,0,5,2,0
698,88,175,5,1,2,0,0
699,88,175,90,1,0,0,0
700,88,175,30,0,3,2,0
701,88,176,19,0,2,0,1
702,88,176,47,0,3,1,1
703,88,176,36,1,1,1,1
704,88,176,62,0,0,0,1
705,89,177,95,1,0,0,0
706,89,177,76,1,5,2,0
707,89,177,47,0,3,1,0
708,89,177,54,0,2,0,0
709,89,178,71,0,2,0,1
710,89,178,30,0,3,2,1
711,89,178,65,1,5,0,1
712,89,178,52,0,1,1,1
713,90,179,35,1,2,0,0
714,90,179,93,0,3,1,0
715,90,179,41,0,5,0,0
716,90,179,36,1,1,1,0
717,90,180,5,1,2,0,1
718,90,180,28,1,1,1,1
719,90,180,65,1,5,0,1
720,90,180,47,0,3,1,1
721,91,181,95,1,0,0,1
722,91,181,47,0,3,1,1
723,91,181,34,0,5,2,1
724,91,181,69,0,1,1,1
725,91,182,31,0,1,1,0
726,91,182,11,1,5,1,0
727,91,182,75,0,0,0,0
728,91,182,47,0,3,1,0
729,92,183,25,0,3,0,1
730,92,183,35,1,2,0,1
731,92,183,52,0,1,1,1
732,92,183,84,1,3,2,1
733,92,184,20,1,5,0,0
734,92,184,47,0,3,1,0
735,92,184,90,1,0,0,0
736,92,184,19,0,2,0,0
737,93,185,52,0,1,1,1
738,93,185,41,0,5,0,1
739,93,185,5,1,2,0,1
740,93,185,18,0,3,2,1
741,93,186,44,0,1,1,0
742,93,186,90,1,0,0,0
743,93,186,42,0,5,2,0
744,93,186,14,1,2,0,0
745,94,187,95,1,0,0,1
746,94,187,35,1,2,0,1
747,94,187,47,0,3,1,1
748,94,187,31,0,1,1,1
749,94,188,30,0,3,2,0
750,94,188,34,0,5,2,0
751,94,188,75,0,0,0,0
752,94,188,19,0,2,0,0
753,95,189,69,0,1,1,1
754,95,189,90,1,0,0,1
755,95,189,93,0,3,1,1
756,95,189,70,0,5,2,1
757,95,190,35,1,2,0,0
758,95,190,44,0,1,1,0
759,95,190,90,1,0,0,0
760,95,190,2,0,5,0,0
761,96,191,20,1,5,0,1
762,96,191,92,1,0,0,1
763,96,191,18,0,3,2,1
764,96,191,28,1,1,1,1
765,96,192,47,0,3,1,0
766,96,192,31,0,1,1,0
767,96,192,90,1,0,0,0
768,96,192,5,1,2,0,0
769,97,193,36,1,1,1,1
770,97,193,25,0,3,0,1
771,97,193,35,1,2,0,1
772,97,193,95,1,0,0,1
773,97,194,20,1,5,0,0
774,97,194,5,1,2,0,0
775,97,194,90,1,0,0,0
776,97,194,50,0,3,1,0
777,98,195,11,1,5,1,1
778,98,195,18,0,3,2,1
779,98,195,35,1,2,0,1
780,98,195,36,1,1,1,1
781,98,196,9,0,1,1,0
782,98,196,42,0,5,2,0
783,98,196,75,0,0,0,0
784,98,196,5,1,2,0,0
785,99,197,44,0,1,1,1
786,99,197,17,1,3,2,1
787,99,197,19,0,2,0,1
788,99,197,2,0,5,0,1
789,99,198,53,0,2,0,0
790,99,198,47,0,3,1,0
791,99,198,90,1,0,0,0
792,99,198,44,0,1,1,0
793,100,199,90,1,0,0,0
794,100,199,19,0,2,0,0
795,100,199,93,0,3,1,0
796,100,199,69,0,1,1,0
797,100,200,54,0,2,0,1
798,100,200,47,0,3,1,1
799,100,200,90,1,0,0,1
800,100,200,41,0,5,0,1
801,101,201,17,1,3,2,1
802,101,201,2,0,5,0,1
803,101,201,19,0,2,0,1
804,101,201,36,1,1,1,1
805,101,202,47,0,3,1,0
806,101,202,14,1,2,0,0
807,101,202,62,0,0,0,0
808,101,202,20,1,5,0,0
809,102,203,25,0,3,0,0
810,102,203,53,0,2,0,0
811,102,203,9,0,1,1,0
812,102,203,62,0,0,0,0
813,102,204,28,1,1,1,1
814,102,204,14,1,2,0,1
815,102,204,75,0,0,0,1
816,102,204,47,0,3,1,1
817,103,205,62,0,0,0,1
818,103,205,50,0,3,1,1
819,103,205,44,0,1,1,1
820,103,205,14,1,2,0,1
821,103,206,95,1,0,0,0
822,103,206,5,1,2,0,0
823,103,206,31,0,1,1,0
824,103,206,42,0,5,2,0
825,104,207,92,1,0,0,0
826,104,207,53,0,2,0,0
827,104,207,25,0,3,0,0
828,104,207,15,1,5,2,0
829,104,208,5,1,2,0,1
830,104,208,93,0,3,1,1
831,104,208,62,0,0,0,1
832,104,208,11,1,5,1,1
833,105,209,90,1,0,0,1
834,105,209,44,0,1,1,1
835,105,209,5,1,2,0,1
836,105,209,18,0,3,2,1
837,105,210,65,1,5,0,0
838,105,210,25,0,3,0,0
839,105,210,43,0,5,0,0
840,105,210,19,0,2,0,0
841,106,211,17,1,3,2,1
842,106,211,69,0,1,1,1
843,106,211,35,1,2,0,1
844,106,211,41,0,5,0,1
845,106,212,65,1,5,0,0
846,106,212,36,1,1,1,0
847,106,212,35,1,2,0,0
848,106,212,25,0,3,0,0
849,107,213,9,0,1,1,0
850,107,213,19,0,2,0,0
851,107,213,50,0,3,1,0
852,107,213,95,1,0,0,0
853,107,214,70,0,5,2,1
854,107,214,31,0,1,1,1
855,107,214,62,0,0,0,1
856,107,214,5,1,2,0,1
857,108,215,62,0,0,0,1
858,108,215,17,1,3,2,1
859,108,215,34,0,5,2,1
860,108,215,44,0,1,1,1
861,108,216,95,1,0,0,0
862,108,216,76,1,5,2,0
863,108,216,31,0,1,1,0
864,108,216,53,0,2,0,0
865,109,217,102,1,0,0,0
866,109,217,50,0,3,1,0
867,109,217,15,1,5,2,0
868,109,217,5,1,2,1,0
869,109,218,93,0,3,1,1
870,109,218,28,1,1,1,1
871,109,218,62,0,0,0,1
872,109,218,20,1,5,0,1
873,110,219,20,1,5,0,1
874,110,219,28,1,1,1,1
875,110,219,30,0,3,2,1
876,110,219,62,0,0,0,1
877,110,220,26,0,2,0,0
878,110,220,36,1,1,1,0
879,110,220,90,1,0,0,0
880,110,220,11,1,5,1,0
881,111,221,75,0,0,0,1
882,111,221,69,0,1,1,1
883,111,221,47,0,3,1,1
884,111,221,14,1,2,0,1
885,111,222,71,0,2,0,0
886,111,222,25,0,3,0,0
887,111,222,95,1,0,0,0
888,111,222,76,1,5,2,0
889,12,223,9,0,1,1,1
890,12,223,54,0,2,0,1
891,12,223,84,1,3,2,1
892,12,223,90,1,0,0,1
893,12,224,36,1,1,1,0
894,12,224,14,1,2,0,0
895,12,224,90,1,0,0,0
896,12,224,11,1,5,1,0
897,13,225,92,1,0,0,1
898,13,225,35,1,2,0,1
899,13,225,20,1,5,0,1
900,13,225,69,0,1,1,1
901,13,226,34,0,5,2,0
902,13,226,50,0,3,1,0
903,13,226,75,0,0,0,0
904,13,226,19,0,2,0,0
905,14,227,62,0,0,0,1
906,14,227,2,0,5,0,1
907,14,227,44,0,1,1,1
908,14,227,26,0,2,0,1
909,14,228,2,0,5,0,0
910,14,228,30,0,3,2,0
911,14,228,75,0,0,0,0
912,14,228,44,0,1,1,0
913,15,229,69,0,1,1,0
914,15,229,11,1,5,1,0
915,15,229,25,0,3,0,0
916,15,229,62,0,0,0,0
917,15,230,53,0,2,0,1
918,15,230,28,1,1,1,1
919,15,230,75,0,0,0,1
920,15,230,30,0,3,2,1
921,16,231,14,1,2,0,1
922,16,231,11,1,5,1,1
923,16,231,93,0,3,1,1
924,16,231,75,0,0,0,1
925,16,232,36,1,1,1,0
926,16,232,50,0,3,1,0
927,16,232,65,1,5,0,0
928,16,232,35,1,2,0,0
929,17,233,9,0,1,1,0
930,17,233,14,1,2,0,0
931,17,233,62,0,0,0,0
932,17,233,17,1,3,2,0
933,17,234,75,0,0,0,1
934,17,234,11,1,5,1,1
935,17,234,19,0,2,0,1
936,17,234,44,0,1,1,1
937,18,235,90,1,0,0,0
938,18,235,52,0,1,1,0
939,18,235,18,0,3,2,0
940,18,235,54,0,2,0,0
941,18,236,50,0,3,1,1
942,18,236,35,1,2,0,1
943,18,236,65,1,5,0,1
944,18,236,9,0,1,1,1
945,19,237,62,0,0,0,1
946,19,237,4141,0,5,0,1
947,19,237,25,0,3,0,1
948,19,237,36,1,1,1,1
949,19,238,9,0,1,1,0
950,19,238,25,0,3,0,0
951,19,238,90,1,0,0,0
952,19,238,76,1,5,2,0
953,20,239,102,1,0,0,0
954,20,239,14,1,2,0,0
955,20,239,52,0,1,1,0
956,20,239,84,1,3,2,0
957,20,240,17,1,3,2,1
958,20,240,34,0,5,2,1
959,20,240,90,1,0,0,1
960,20,240,71,0,2,0,1
961,21,241,95,1,0,0,0
962,21,241,26,1,2,0,0
963,21,241,50,0,1,1,0
964,21,241,28,1,3,2,0
965,21,242,95,1,3,2,1
966,21,242,36,0,5,2,1
967,21,242,2,1,0,0,1
968,21,242,14,0,2,0,1
969,22,243,90,1,0,0,1
970,22,243,44,0,2,0,1
971,22,243,14,0,4,1,1
972,22,243,25,1,1,1,1
973,22,244,31,1,0,0,0
974,22,244,17,1,1,1,0
975,22,244,90,0,5,0,0
976,22,244,20,1,2,0,0
977,23,245,92,1,0,0,1
978,23,245,52,0,4,1,1
979,23,245,19,1,2,0,1
980,23,245,18,0,3,0,1
981,23,246,30,0,1,1,0
982,23,246,75,1,3,2,0
983,23,246,2,1,0,0,0
984,23,246,5,1,5,0,0
985,24,247,90,1,0,0,0
986,24,247,50,0,1,1,0
987,24,247,5,0,2,0,0
988,24,247,69,0,3,2,0
989,24,248,54,0,3,2,1
990,24,248,17,0,0,0,1
991,24,248,62,0,5,0,1
992,24,248,2,1,2,0,1
993,25,249,70,1,0,0,1
994,25,249,14,0,4,1,1
995,25,249,31,1,2,0,1
996,25,249,93,0,1,1,1
997,25,250,62,0,2,0,0
998,25,250,52,1,3,2,0
999,25,250,14,0,0,0,0
1000,25,250,42,0,5,0,0
1001,26,251,90,0,5,2,1
1002,26,251,26,1,2,0,1
1003,26,251,28,0,1,1,1
1004,26,251,93,0,4,1,1
1005,26,252,28,0,0,0,0
1006,26,252,53,0,1,1,0
1007,26,252,65,1,2,0,0
1008,26,252,93,0,5,2,0
1009,27,253,102,1,0,0,1
1010,27,253,25,0,2,0,1
1011,27,253,19,1,1,1,1
1012,27,253,31,0,4,1,1
1013,27,254,90,1,1,1,0
1014,27,254,35,0,2,0,0
1015,27,254,31,1,5,0,0
1016,27,254,15,0,4,1,0
1017,28,255,102,1,0,0,0
1018,28,255,35,0,3,0,0
1019,28,255,52,0,2,0,0
1020,28,255,17,0,1,1,0
1021,28,256,34,1,0,0,1
1022,28,256,36,1,2,0,1
1023,28,256,62,0,1,1,1
1024,28,256,25,1,5,2,1
1025,29,257,62,1,0,0,0
1026,29,257,53,1,2,0,0
1027,29,257,52,0,1,1,0
1028,29,257,11,1,3,2,0
1029,29,258,30,0,5,2,1
1030,29,258,14,1,1,1,1
1031,29,258,95,0,0,0,1
1032,29,258,28,0,3,0,1
1033,30,259,62,0,0,0,1
1034,30,259,19,0,2,0,1
1035,30,259,28,0,1,1,1
1036,30,259,25,1,5,1,1
1037,30,260,15,0,3,2,0
1038,30,260,36,1,2,0,0
1039,30,260,95,1,0,0,0
1040,30,260,19,1,1,1,0
1041,31,261,14,0,0,0,0
1042,31,261,11,0,2,0,0
1043,31,261,36,1,1,1,0
1044,31,261,75,0,3,0,0
1045,31,262,25,1,5,2,1
1046,31,262,35,1,1,1,1
1047,31,262,65,1,0,0,1
1048,31,262,43,0,2,0,1
1049,32,263,90,1,2,0,1
1050,32,263,30,1,5,1,1
1051,32,263,35,1,1,1,1
1052,32,263,44,0,0,0,1
1053,32,264,54,0,3,0,0
1054,32,264,31,1,2,0,0
1055,32,264,75,1,5,0,0
1056,32,264,76,0,5,0,0
1057,33,265,52,1,0,0,0
1058,33,265,34,0,3,2,0
1059,33,265,17,1,2,0,0
1060,33,265,75,0,4,1,0
1061,33,266,34,0,2,0,1
1062,33,266,50,0,1,1,1
1063,33,266,75,0,0,0,1
1064,33,266,14,1,5,2,1
1065,34,267,30,0,1,1,0
1066,34,267,42,0,5,2,0
1067,34,267,26,1,3,2,0
1068,34,267,62,0,0,0,0
1069,34,268,47,0,5,2,1
1070,34,268,41,0,4,1,1
1071,34,268,95,0,0,0,1
1072,34,268,52,1,2,0,1
1073,35,269,92,0,3,2,1
1074,35,269,28,0,5,2,1
1075,35,269,50,0,2,0,1
1076,35,269,2,0,0,0,1
1077,35,270,47,0,4,1,0
1078,35,270,71,0,5,0,0
1079,35,270,65,1,0,0,0
1080,35,270,43,0,1,1,0
